UF;Zona;Partido;Gênero;Grau de escolaridade;Faixa etária;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;2;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;15;0,2727;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;6;0,1091;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;6;0,1091;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;3;0,0224;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;20;0,1493;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;37;0,2761;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;43;0,3209;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;21;0,1567;0;1;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;10;0,0746;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;4;0,046;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;29;0,3333;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;33;0,3793;0;1;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;14;0,1609;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;6;0,069;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;1;0,0115;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;LÊ E ESCREVE;60 a 69 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;LÊ E ESCREVE;70 a 79 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;LÊ E ESCREVE;Superior a 79 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;6;0,0228;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;27;0,1027;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;39;0,1483;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;71;0,27;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;88;0,3346;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;32;0,1217;0;1;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;4;0,0396;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;18;0,1782;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;23;0,2277;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;45;0,4455;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;9;0,0891;0;0;2024-10-04 18:04:53
RS;2;MDB;MASCULINO;SUPERIOR INCOMPLETO;Superior a 79 anos;2;0,0198;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;2;MOBILIZA;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;3;0,1429;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;6;0,2857;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;7;0,3333;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;4;0,1905;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;2;NOVO;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;21 a 24 anos;2;0,1538;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,1538;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;5;0,3846;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;4;0,3077;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;18 a 20 anos;1;0,0556;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0556;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;3;0,1667;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;8;0,4444;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;4;0,2222;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,0556;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;3;0,0476;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;20;0,3175;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;17;0,2698;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;10;0,1587;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;7;0,1111;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;6;0,0952;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;10;0,25;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;16;0,4;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;8;0,2;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;4;0,1;0;0;2024-10-04 18:04:53
RS;2;NOVO;MASCULINO;SUPERIOR INCOMPLETO;70 a 79 anos;2;0,05;0;0;2024-10-04 18:04:53
RS;2;PCB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;2;1;0;0;2024-10-04 18:04:53
RS;2;PCB;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ANALFABETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,1;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;3;0,3;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;4;0,4;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;2;0,2;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;5;0,4545;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;4;0,3636;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,0455;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;6;0,2727;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;9;0,4091;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,0455;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;0,0455;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,05;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;6;0,3;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;3;0,15;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;8;0,4;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,05;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;1;0,05;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;LÊ E ESCREVE;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;3;0,0938;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;8;0,25;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;7;0,2188;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;10;0,3125;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;2;0,0625;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;2;0,0625;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;5;0,25;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,2;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;8;0,4;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;2;0,1;0;0;2024-10-04 18:04:53
RS;2;PCDOB;FEMININO;SUPERIOR INCOMPLETO;Superior a 79 anos;1;0,05;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,4444;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;3;0,3333;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;3;0,15;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;10;0,5;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;6;0,3;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,05;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,0476;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,0952;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;4;0,1905;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;8;0,381;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;6;0,2857;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0556;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;5;0,2778;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;5;0,2778;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;5;0,2778;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;2;0,1111;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;3;0,1034;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;4;0,1379;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;10;0,3448;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;9;0,3103;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;3;0,1034;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0385;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;5;0,1923;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;8;0,3077;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;8;0,3077;0;0;2024-10-04 18:04:53
RS;2;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;4;0,1538;0;0;2024-10-04 18:04:53
RS;2;PCO;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCO;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;PCO;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;PCO;FEMININO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;2;PCO;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PCO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ANALFABETO;60 a 69 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ANALFABETO;70 a 79 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ANALFABETO;Superior a 79 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,0164;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,0164;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;4;0,0656;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;15;0,2459;0;1;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;21;0,3443;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;19;0,3115;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0127;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;5;0,0633;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;16;0,2025;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;24;0,3038;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;12;0,1519;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;21;0,2658;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,0059;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;12;0,0706;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;30;0,1765;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;62;0,3647;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;38;0,2235;0;2;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;27;0,1588;0;1;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,0247;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;16;0,1975;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;29;0,358;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;15;0,1852;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;10;0,1235;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;9;0,1111;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;LÊ E ESCREVE;60 a 69 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;LÊ E ESCREVE;70 a 79 anos;3;0,375;0;1;2024-10-04 18:04:53
RS;2;PDT;FEMININO;LÊ E ESCREVE;Superior a 79 anos;4;0,5;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;NÃO INFORMADO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;21 a 24 anos;1;0,0035;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;8;0,0278;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;21;0,0729;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;53;0,184;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;80;0,2778;0;2;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;87;0,3021;0;1;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;38;0,1319;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;3;0,0309;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;10;0,1031;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;31;0,3196;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;30;0,3093;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;17;0,1753;0;0;2024-10-04 18:04:53
RS;2;PDT;FEMININO;SUPERIOR INCOMPLETO;Superior a 79 anos;6;0,0619;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,0143;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,0286;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;17;0,2429;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;21;0,3;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;20;0,2857;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;9;0,1286;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0122;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;2;0,0244;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;37;0,4512;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;20;0,2439;0;0;2024-10-04 18:04:53
RS;2;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;12;0,1463;0;0;2024-10-04 18:04:53
